<?php  if ( ! defined('BASEPATH')) exit('No direct script access allowed'); ?>

2015-07-23 10:47:12 127.0.0.1:{"customer_id":"3","language_id":1,"order_currency":"MXN","order_currency_rate":"15.5403","order_email":"wutiyang@hofan.cn","address_id":"11","order_address_firstname":"t2","order_address_lastname":"2","order_address_phone":"222333","order_address_country":"AU","order_address_state":"sdfsd","order_address_city":"765765765","order_address_street":"2343","order_address_postalcode":"23rt","order_address_cpfcnpj":"222","order_price_discount":-255.9,"order_price_product":17.6,"order_price_subtotal":273.5,"order_baseprice_product":17.6,"order_baseprice_subtotal":17.6,"order_baseprice_discount":0,"shipping_id":"1","order_price_shipping":0,"order_baseprice_shipping":0,"order_price_insurance":30.925197,"order_baseprice_insurance":"MXN 0","order_coupon":"","order_price_rewards":3400.22,"order_baseprice_rewards":218.8,"order_country_payment":"AU","order_customer_type":1,"order_country_shipping":"AU","order_price":"MXN 273.5","order_baseprice":-201.2,"order_rewards":-2.012,"payment_id":38,"order_gaid":"2117209315.1433410680","order_entrance":0,"order_flg_separate_package":0,"order_flg_insurance":1,"order_status":1,"order_time_lastmodified":"2015-07-23 10:47:12","order_time_create":"2015-07-23 10:47:12"}
2015-07-23 11:06:32 127.0.0.1:{"customer_id":"3","language_id":1,"order_currency":"MXN","order_currency_rate":"15.5403","order_email":"wutiyang@hofan.cn","address_id":"11","order_address_firstname":"t2","order_address_lastname":"2","order_address_phone":"222333","order_address_country":"AU","order_address_state":"sdfsd","order_address_city":"765765765","order_address_street":"2343","order_address_postalcode":"23rt","order_address_cpfcnpj":"222","order_price_discount":-219.85,"order_price_product":15.12,"order_price_subtotal":234.97,"order_baseprice_product":15.12,"order_baseprice_subtotal":15.12,"order_baseprice_discount":0,"shipping_id":"1","order_price_shipping":0,"order_baseprice_shipping":0,"order_price_insurance":30.925197,"order_baseprice_insurance":"MXN 0","order_coupon":"","order_price_rewards":2921.27,"order_baseprice_rewards":187.98,"order_country_payment":"AU","order_customer_type":1,"order_country_shipping":"AU","order_price":"MXN 234.97","order_baseprice":-172.86,"order_rewards":-1.7286,"payment_id":38,"order_gaid":"2117209315.1433410680","order_entrance":0,"order_flg_separate_package":0,"order_flg_insurance":1,"order_status":1,"order_time_lastmodified":"2015-07-23 11:06:32","order_time_create":"2015-07-23 11:06:32"}
2015-07-23 11:20:28 127.0.0.1:{"customer_id":"3","language_id":1,"order_currency":"MXN","order_currency_rate":"15.5403","order_email":"wutiyang@hofan.cn","address_id":"11","order_address_firstname":"t2","order_address_lastname":"2","order_address_phone":"222333","order_address_country":"AU","order_address_state":"sdfsd","order_address_city":"765765765","order_address_street":"2343","order_address_postalcode":"23rt","order_address_cpfcnpj":"222","order_price_discount":-58.02,"order_price_product":3.99,"order_price_subtotal":62.01,"order_baseprice_product":3.99,"order_baseprice_subtotal":3.99,"order_baseprice_discount":0,"shipping_id":"1","order_price_shipping":0,"order_baseprice_shipping":0,"order_price_insurance":30.925197,"order_baseprice_insurance":"MXN 0","order_coupon":"","order_price_rewards":770.95,"order_baseprice_rewards":49.61,"order_country_payment":"AU","order_customer_type":1,"order_country_shipping":"AU","order_price":"MXN 62.01","order_baseprice":-45.62,"order_rewards":-0.4562,"payment_id":38,"order_gaid":"2117209315.1433410680","order_entrance":0,"order_flg_separate_package":0,"order_flg_insurance":1,"order_status":1,"order_time_lastmodified":"2015-07-23 11:20:28","order_time_create":"2015-07-23 11:20:28"}
2015-07-23 11:22:53 127.0.0.1:{"customer_id":"3","language_id":1,"order_currency":"MXN","order_currency_rate":"15.5403","order_email":"wutiyang@hofan.cn","address_id":"11","order_address_firstname":"t2","order_address_lastname":"2","order_address_phone":"222333","order_address_country":"AU","order_address_state":"sdfsd","order_address_city":"765765765","order_address_street":"2343","order_address_postalcode":"23rt","order_address_cpfcnpj":"222","order_price_discount":-65.29,"order_price_product":4.49,"order_price_subtotal":69.78,"order_baseprice_product":4.49,"order_baseprice_subtotal":4.49,"order_baseprice_discount":0,"shipping_id":"1","order_price_shipping":0,"order_baseprice_shipping":0,"order_price_insurance":30.925197,"order_baseprice_insurance":"MXN 0","order_coupon":"","order_price_rewards":867.46,"order_baseprice_rewards":55.82,"order_country_payment":"AU","order_customer_type":1,"order_country_shipping":"AU","order_price":"MXN 69.78","order_baseprice":-51.33,"order_rewards":-0.5133,"payment_id":38,"order_gaid":"2117209315.1433410680","order_entrance":0,"order_flg_separate_package":0,"order_flg_insurance":1,"order_status":1,"order_time_lastmodified":"2015-07-23 11:22:53","order_time_create":"2015-07-23 11:22:53"}
2015-07-23 12:45:43 127.0.0.1:{"customer_id":"3","language_id":1,"order_currency":"MXN","order_currency_rate":"15.5403","order_email":"wutiyang@hofan.cn","address_id":"11","order_address_firstname":"t2","order_address_lastname":"2","order_address_phone":"222333","order_address_country":"AU","order_address_state":"sdfsd","order_address_city":"765765765","order_address_street":"2343","order_address_postalcode":"23rt","order_address_cpfcnpj":"222","order_price_discount":-65.29,"order_price_product":4.49,"order_price_subtotal":69.78,"order_baseprice_product":4.49,"order_baseprice_subtotal":4.49,"order_baseprice_discount":0,"shipping_id":"1","order_price_shipping":0,"order_baseprice_shipping":0,"order_price_insurance":30.925197,"order_baseprice_insurance":"MXN 0","order_coupon":"","order_price_rewards":867.46,"order_baseprice_rewards":55.82,"order_country_payment":"AU","order_customer_type":1,"order_country_shipping":"AU","order_price":"MXN 69.78","order_baseprice":-51.33,"order_rewards":-0.5133,"payment_id":38,"order_gaid":"2117209315.1433410680","order_entrance":0,"order_flg_separate_package":0,"order_flg_insurance":1,"order_status":1,"order_time_lastmodified":"2015-07-23 12:45:43","order_time_create":"2015-07-23 12:45:43"}
2015-07-23 13:20:15 127.0.0.1:{"customer_id":"3","language_id":1,"order_currency":"MXN","order_currency_rate":"15.5403","order_email":"wutiyang@hofan.cn","address_id":"11","order_address_firstname":"t2","order_address_lastname":"2","order_address_phone":"222333","order_address_country":"AU","order_address_state":"sdfsd","order_address_city":"765765765","order_address_street":"2343","order_address_postalcode":"23rt","order_address_cpfcnpj":"222","order_price_discount":-135.08,"order_price_product":9.29,"order_price_subtotal":144.37,"order_baseprice_product":9.29,"order_baseprice_subtotal":9.29,"order_baseprice_discount":0,"shipping_id":"1","order_price_shipping":0,"order_baseprice_shipping":0,"order_price_insurance":30.925197,"order_baseprice_insurance":"MXN 0","order_coupon":"","order_price_rewards":1794.9,"order_baseprice_rewards":115.5,"order_country_payment":"AU","order_customer_type":1,"order_country_shipping":"AU","order_price":"MXN 144.37","order_baseprice":-106.21,"order_rewards":-1.0621,"payment_id":38,"order_gaid":"2117209315.1433410680","order_entrance":0,"order_flg_separate_package":0,"order_flg_insurance":1,"order_status":1,"order_time_lastmodified":"2015-07-23 13:20:15","order_time_create":"2015-07-23 13:20:15"}
2015-07-23 13:21:42 127.0.0.1:{"customer_id":"3","language_id":1,"order_currency":"MXN","order_currency_rate":"15.5403","order_email":"wutiyang@hofan.cn","address_id":"11","order_address_firstname":"t2","order_address_lastname":"2","order_address_phone":"222333","order_address_country":"AU","order_address_state":"sdfsd","order_address_city":"765765765","order_address_street":"2343","order_address_postalcode":"23rt","order_address_cpfcnpj":"222","order_price_discount":-135.08,"order_price_product":9.29,"order_price_subtotal":144.37,"order_baseprice_product":9.29,"order_baseprice_subtotal":9.29,"order_baseprice_discount":0,"shipping_id":"1","order_price_shipping":0,"order_baseprice_shipping":0,"order_price_insurance":30.925197,"order_baseprice_insurance":"MXN 0","order_coupon":"","order_price_rewards":1794.9,"order_baseprice_rewards":115.5,"order_country_payment":"AU","order_customer_type":1,"order_country_shipping":"AU","order_price":"MXN 144.37","order_baseprice":-106.21,"order_rewards":-1.0621,"payment_id":38,"order_gaid":"2117209315.1433410680","order_entrance":0,"order_flg_separate_package":0,"order_flg_insurance":1,"order_status":1,"order_time_lastmodified":"2015-07-23 13:21:42","order_time_create":"2015-07-23 13:21:42"}
2015-07-23 13:21:56 127.0.0.1:{"customer_id":"3","language_id":1,"order_currency":"MXN","order_currency_rate":"15.5403","order_email":"wutiyang@hofan.cn","address_id":"11","order_address_firstname":"t2","order_address_lastname":"2","order_address_phone":"222333","order_address_country":"AU","order_address_state":"sdfsd","order_address_city":"765765765","order_address_street":"2343","order_address_postalcode":"23rt","order_address_cpfcnpj":"222","order_price_discount":-135.08,"order_price_product":9.29,"order_price_subtotal":144.37,"order_baseprice_product":9.29,"order_baseprice_subtotal":9.29,"order_baseprice_discount":0,"shipping_id":"1","order_price_shipping":0,"order_baseprice_shipping":0,"order_price_insurance":30.925197,"order_baseprice_insurance":"MXN 0","order_coupon":"","order_price_rewards":1794.9,"order_baseprice_rewards":115.5,"order_country_payment":"AU","order_customer_type":1,"order_country_shipping":"AU","order_price":"MXN 144.37","order_baseprice":-106.21,"order_rewards":-1.0621,"payment_id":38,"order_gaid":"2117209315.1433410680","order_entrance":0,"order_flg_separate_package":0,"order_flg_insurance":1,"order_status":1,"order_time_lastmodified":"2015-07-23 13:21:56","order_time_create":"2015-07-23 13:21:56"}
2015-07-23 13:24:19 127.0.0.1:{"customer_id":"3","language_id":1,"order_currency":"MXN","order_currency_rate":"15.5403","order_email":"wutiyang@hofan.cn","address_id":"11","order_address_firstname":"t2","order_address_lastname":"2","order_address_phone":"222333","order_address_country":"AU","order_address_state":"sdfsd","order_address_city":"765765765","order_address_street":"2343","order_address_postalcode":"23rt","order_address_cpfcnpj":"222","order_price_discount":-135.08,"order_price_product":9.29,"order_price_subtotal":144.37,"order_baseprice_product":9.29,"order_baseprice_subtotal":9.29,"order_baseprice_discount":0,"shipping_id":"1","order_price_shipping":0,"order_baseprice_shipping":0,"order_price_insurance":30.925197,"order_baseprice_insurance":"MXN 0","order_coupon":"","order_price_rewards":1794.9,"order_baseprice_rewards":115.5,"order_country_payment":"AU","order_customer_type":1,"order_country_shipping":"AU","order_price":"MXN 144.37","order_baseprice":-106.21,"order_rewards":-1.0621,"payment_id":38,"order_gaid":"2117209315.1433410680","order_entrance":0,"order_flg_separate_package":0,"order_flg_insurance":1,"order_status":1,"order_time_lastmodified":"2015-07-23 13:24:19","order_time_create":"2015-07-23 13:24:19"}
2015-07-23 13:24:56 127.0.0.1:{"customer_id":"3","language_id":1,"order_currency":"MXN","order_currency_rate":"15.5403","order_email":"wutiyang@hofan.cn","address_id":"11","order_address_firstname":"t2","order_address_lastname":"2","order_address_phone":"222333","order_address_country":"AU","order_address_state":"sdfsd","order_address_city":"765765765","order_address_street":"2343","order_address_postalcode":"23rt","order_address_cpfcnpj":"222","order_price_discount":-135.08,"order_price_product":9.29,"order_price_subtotal":144.37,"order_baseprice_product":9.29,"order_baseprice_subtotal":9.29,"order_baseprice_discount":0,"shipping_id":"1","order_price_shipping":0,"order_baseprice_shipping":0,"order_price_insurance":30.925197,"order_baseprice_insurance":"MXN 0","order_coupon":"","order_price_rewards":1794.9,"order_baseprice_rewards":115.5,"order_country_payment":"AU","order_customer_type":1,"order_country_shipping":"AU","order_price":"MXN 144.37","order_baseprice":-106.21,"order_rewards":-1.0621,"payment_id":38,"order_gaid":"2117209315.1433410680","order_entrance":0,"order_flg_separate_package":0,"order_flg_insurance":1,"order_status":1,"order_time_lastmodified":"2015-07-23 13:24:56","order_time_create":"2015-07-23 13:24:56"}
2015-07-23 13:27:44 127.0.0.1:{"customer_id":"3","language_id":1,"order_currency":"MXN","order_currency_rate":"15.5403","order_email":"wutiyang@hofan.cn","address_id":"11","order_address_firstname":"t2","order_address_lastname":"2","order_address_phone":"222333","order_address_country":"AU","order_address_state":"sdfsd","order_address_city":"765765765","order_address_street":"2343","order_address_postalcode":"23rt","order_address_cpfcnpj":"222","order_price_discount":-135.08,"order_price_product":9.29,"order_price_subtotal":144.37,"order_baseprice_product":9.29,"order_baseprice_subtotal":9.29,"order_baseprice_discount":0,"shipping_id":"1","order_price_shipping":0,"order_baseprice_shipping":0,"order_price_insurance":30.925197,"order_baseprice_insurance":"MXN 0","order_coupon":"","order_price_rewards":1794.9,"order_baseprice_rewards":115.5,"order_country_payment":"AU","order_customer_type":1,"order_country_shipping":"AU","order_price":"MXN 144.37","order_baseprice":-106.21,"order_rewards":-1.0621,"payment_id":38,"order_gaid":"2117209315.1433410680","order_entrance":0,"order_flg_separate_package":0,"order_flg_insurance":1,"order_status":1,"order_time_lastmodified":"2015-07-23 13:27:44","order_time_create":"2015-07-23 13:27:44"}
